1163	653278544668295168
1164	653278543070236672
1165	653278539613999104
1166	653278538242637824
1167	653278536707506176
1168	653278532676792320
1169	653278529149345792
1170	653278527576477696
1171	653278526334980096
1172	653278517023473664
1173	653278501491994624
1174	653278498425995264
1175	653278494906978304
1176	653278493485236224
1177	653278490662322176
1178	653278488129077248
1179	653278485587300353
1180	653278484614250497
1181	653278482806480897
1182	653278480306708481
1183	653278478050177024
1184	653278475000877056
1185	653278474317221888
1186	653278473516138496
1187	653278472547237888
1188	653278466788487168
1189	653278466440359939
1190	653278465429536769
1191	653278461377806336
1192	653278459297402880
1193	653278458085253120
1194	653278457426657280
1195	653278456851992576
1196	653278454620758016
1197	653278449843482624
1198	653278443061309440
1199	653278437910573057
1200	653278435205337088
1201	653278435129692160
1202	653278430960615424
1203	653278430633533441
1204	653278425482825728
1205	653278422714724352
1206	653278418369253376
1207	653278413504020480
1208	653278409347452929
1209	653278409238319104
1210	653278408676241408
1211	653278406067531776
1212	653278405656453120
1213	653278403831963648
1214	653278399113338880
1215	653278398584717313
1216	653278396978475009
1217	653278395724378112
1218	653278394575126529
1219	653278391899000834
1220	653278391140003842
1221	653278389747482624
1222	653278388958965760
1223	653278383351009280
1224	653278382201942016
1225	653278381371322368
1226	653278379471319040
1227	653278377424617472
1228	653278376371855360
1229	653278374568271873
1230	653278374421524480
1231	653278373674921984
1232	653278371120459776
1233	653278370390667268
1234	653278369828605952
1235	653278368675274752
1236	653278366649348096
1237	653278366427181056
1238	653278361599541248
1239	653278360496381952
1240	653278358659301377
1241	653278356721528832
1242	653278355937214464
1243	653278355677184000
1244	653278353496145920
1245	653278352816635904
1246	653278352032301056
1247	653278351830859776
1248	653278350732042245
1249	653278348731396096
1250	653278341122887680
1251	653278334151856128
1252	653278332411363328
1253	653278331278913536
1254	653278329521504256
1255	653278327503908864
1256	653278326233153536
1257	653278324035338241
1258	653278320654729216
1259	653278318503030788
1260	653278313973219328
1261	653278313583017984
1262	653278312249225216
1263	653720165989781504
1264	653720119789666304
1265	653720107823136768
1266	653720107194130434
1267	653720091985469440
1268	653720016400064512
1269	653719990109995008
1270	653719958594134016
1271	653719943226216448
1272	653719926897676288
1273	653719910594576388
1274	653719876343865344
1275	653719831129100289
1276	653719820240707584
1277	653719795284574208
1278	653719716972752896
1279	653719715466997760
1280	653719715173437440
1281	653719705564246017
1282	653719650992263168
1283	653719543068626945
1284	653719512982921216
1285	653719497526743040
1286	653719491919106053
1287	653719491642281984
1288	653719483383545856
1289	653719441146970112
1290	653719432036904960
1291	653719429851779072
1292	653719423921094657
1293	653719387413676032
1294	653719379985588225
1295	653719376919724032
1296	653719366572318721
1297	653719327674343425
1298	653719295596326913
1299	653719287513935872
1300	653719277229334528
1301	653719193120976896
1302	653719191669768192
1303	653719180919767040
1304	653719150364266497
1305	653719138586726401
1306	653719118206517248
1307	653719077773414401
1308	653719026615480321
1309	653718953571807240
1310	653718949318782976
1311	653718931832569856
1312	653718929722900480
1313	653718928481456128
1314	653718907031822336
1315	653718885242241024
1316	653718848382701568
1317	653718846797426688
1318	653718833404862464
1319	653718787888295936
1320	653718775372599298
1321	653718754996547584
1322	653718750781419520
1323	653718688684765184
1324	653718684679077888
1325	653718675799830528
1326	653718667302035456
1327	653718664223453184
1328	653718657655148544
1329	653718657311227904
1330	653718651850330112
1331	653718649652518913
1332	653718643226865664
1333	653718634993352704
1334	653718621928099840
1335	653718601929768960
1336	653718562696220674
1337	653718549928771584
1338	653718501186740228
1339	653718445222182912
1340	653718431972196352
1341	653718429661294592
1342	653718407934791680
1343	653718356764160000
1344	653718353077489664
1345	653718351915679744
1346	653718346618138624
1347	653718306851942406
1348	653718305891483648
1349	653718302678630400
1350	653718300585799681
1351	653718257925554176
1352	653718225411309568
1353	653718201193250816
1354	653718188446715904
1355	653718171925528576
1356	653718163058618368
1357	653718156586782720
1358	653718132352253953
1359	653718114702651392
1360	653718113884766208
1361	653718012151922688
1362	653718005713494016
1363	653941534283440128
1364	653941533855612928
1365	653941528214306816
1366	653941526242979840
1367	653941523663294464
1368	653941519850844161
1369	653941515019010048
1370	653941513165086720
1371	653941511529238532
1372	653941510665338880
1373	653941509683851269
1374	653941504956833792
1375	653941504721879040
1376	653941504617025536
1377	653941501395894272
1378	653941500552810496
1379	653941498925350914
1380	653941497365028864
1381	653941493539848194
1382	653941491883208704
1383	653941488242393088
1384	653941485126184960
1385	653941484547211264
1386	653941482882134016
1387	653941482160816130
1388	653941474632011776
1389	653941471272308736
1390	653941471251312640
1391	653941469523214336
1392	653941463051579392
1393	653941457246650368
1394	653941451085225984
1395	653941448186793985
1396	653941446630748160
1397	653941442843418624
1398	653941441367003136
1399	653941438816854016
1400	653941438808395776
1401	653941435310440449
1402	653941434307866624
1403	653941430013022208
1404	653941425541935104
1405	653941421565734913
1406	653941421213396992
1407	653941417878929409
1408	653941416859709440
1409	653941413915328512
1410	653941412636008449
1411	653941412421963778
1412	653941411658756096
1413	653941410551451652
1414	653941409981046784
1415	653941409829883904
1416	653941405228888064
1417	653941402875723776
1418	653941400904536064
1419	653941391769210880
1420	653941387466047488
1421	653941386530680832
1422	653941383548432385
1423	653941377319993344
1424	653941371288612866
1425	653941369547808768
1426	653941362644029440
1427	653941358739087362
1428	653941356532862976
1429	653941356117782529
1430	653941354729369600
1431	653941343031533568
1432	653941340636610560
1433	653941338560438272
1434	653941336299606016
1435	653941327864856576
1436	653941326854160385
1437	653941326745088000
1438	653941318230671360
1439	653941311997890560
1440	653941311100317696
1441	653941306184499200
1442	653941305551155200
1443	653941302753669120
1444	653941300362911744
1445	653941299905736704
1446	653941297934303232
1447	653941291722645504
1448	653941289558278144
1449	653941286752288768
1450	653941285045276672
1451	653941282583257088
1452	653941279403831296
1453	653941273494093825
1454	653941272491761664
1455	653941266787381252
1456	653941265642455040
1457	653941265109684225
1458	653941264690249728
1459	653941264090550272
1460	653941262437994496
1461	653941261628502016
1462	653941259581714432
1463	654279480593268736
1464	654279476495392768
1465	654279474809319425
1466	654279472158507008
1467	654279471390855169
1468	654279470648545280
